week,order_ID,item_id,amount,price_unit,price_total,date,day,timestamp,time,store_type,store_name,promo,item_type,category
8,36,BASMATI B ,1,1.99,1.99,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,rice,pasta & rice
8,36,SW BROODJES,1,0.89,0.89,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,sandwich,bakery
8,36,OPTIM KWARK,1,1.99,1.99,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,soft cheese,dairy & plant based
8,36,PICKWICK TEA,1,2.19,2.19,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,tea,beverages
8,36,VERSPAKKET,1,4.99,4.99,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,1,vegetable box,fruit & vegetables
8,36,MEXICAANSE CHILI PAKKET,1,4.99,4.99,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,1,vegetable box,fruit & vegetables
8,36,ROOMYOGHURT,1,1.09,1.09,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,yoghurt,dairy & plant based
8,36,ISEY SKYR CR,1,1.69,1.69,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,yoghurt,dairy & plant based
8,36,ISEY APPPEL,1,1.69,1.69,2022-01-24,Monday,18:50:00,evening,supermarket,Albert Heijn,0,yoghurt,dairy & plant based
8,37,AH MAALTIJDSALADE,1,3.5,3.5,2022-01-26,Wednesday,12:36:00,noon,supermarket,Albert Heijn,0,lunch salad,fruit & vegetables
8,37,AH GR BIET GEITENKAAS SALADE,1,2.99,2.99,2022-01-26,Wednesday,12:36:00,noon,supermarket,Albert Heijn,0,lunch salad,fruit & vegetables
8,38,EIERKOEKEN,1,1.69,1.69,2022-01-27,Thursday,11:20:00,morning,supermarket,Albert Heijn,1,egg cakes,snacks
8,38,AH MLTSALADE,1,5.49,5.49,2022-01-27,Thursday,11:20:00,morning,supermarket,Albert Heijn,1,lunch salad,fruit & vegetables
8,38,MENTOS,1,3.89,3.89,2022-01-27,Thursday,11:20:00,morning,supermarket,Albert Heijn,0,mints,snacks
8,39,AH MLTSALADE,1,2.95,2.95,2022-01-27,Friday,12:15:00,noon,supermarket,Albert Heijn,0,lunch salad,fruit & vegetables
